ID,Black,White,Result
5386,Waterhouse E.C.,Logan A.N.,0
5387,Logan A.N.,Waterhouse E.C.,0
5388,Waterhouse E.C.,Logan A.N.,0
5389,Logan A.N.,Waterhouse E.C.,0
5390,Waterhouse E.C.,Logan A.N.,0
5391,Logan A.N.,Waterhouse E.C.,2
5392,Waterhouse E.C.,Logan A.N.,1
5393,Wendemuth F.R.,Klinka A.J.,1
5394,Klinka A.J.,Wendemuth F.R.,2
5395,Wendemuth F.R.,Klinka A.J.,0
5396,Harrigan T.J.,Newcomb H.O.,0
5397,Newcomb H.O.,Harrigan T.J.,1
5398,Harrigan T.J.,Newcomb H.O.,2
5399,D'Orio J.,Crawford A.,0
5400,Crawford A.,D'Orio J.,0
5401,D'Orio J.,Crawford A.,0
5402,Crawford A.,D'Orio J.,1
5403,Garwood G.,Hartshorn H.C.,1
5404,Hartshorn H.C.,Garwood G.,1
5405,Hartshorn H.C.,Garwood G.,0
5406,Garwood G.,Hartshorn H.C.,1
5407,Nelson C.,Goldsmith I.J.,0
5408,Goldsmith I.J.,Nelson C.,1
5409,Nelson C.,Goldsmith I.J.,1
5410,Goldsmith I.J.,Nelson C.,2
5411,Wendemuth F.R.,Banks N.W.,2
5412,Banks N.W.,Wendemuth F.R.,0
5413,Wendemuth F.R.,Banks N.W.,0
5414,Banks N.W.,Wendemuth F.R.,0
5415,Horr J.F.,Nelson C.,1
5416,Nelson C.,Horr J.F.,2
5417,Horr J.F.,Nelson C.,1
5418,Whalen P.,Ginsberg L.C.,0
5419,Ginsberg L.C.,Whalen P.,0
5420,Whalen P.,Ginsberg L.C.,0
5421,Ginsberg L.C.,Whalen P.,0
5422,Whalen P.,Ginsberg L.C.,0
5423,Ginsberg L.C.,Whalen P.,0
5424,Whalen P.,Ginsberg L.C.,2
5425,Ginsberg L.C.,Whalen P.,0
5426,Newcomb H.O.,Hill W.G.,2
5427,Hill W.G.,Newcomb H.O.,2
5428,Newcomb H.O.,Hill W.G.,2
5429,Hill W.G.,Newcomb H.O.,0
5430,Bell S.S.,Crawford A.,1
5431,Crawford A.,Bell S.S.,1
5432,Bell S.S.,Crawford A.,0
5433,Crawford A.,Bell S.S.,2
5434,Garwood G.,Waterhouse E.C.,0
5435,Waterhouse E.C.,Garwood G.,1
5436,Garwood G.,Waterhouse E.C.,1
5437,Waterhouse E.C.,Garwood G.,0
5438,Garwood G.,Waterhouse E.C.,0
5439,Waterhouse E.C.,Garwood G.,0
5440,Garwood G.,Waterhouse E.C.,0
5441,Waterhouse E.C.,Garwood G.,0
5442,Garwood G.,Waterhouse E.C.,2
5443,Waterhouse E.C.,Garwood G.,1
5444,Banks N.W.,Bell S.S.,0
5445,Bell S.S.,Banks N.W.,0
5446,Banks N.W.,Bell S.S.,0
5447,Bell S.S.,Banks N.W.,2
5448,Horr J.F.,Waterhouse E.C.,0
5449,Waterhouse E.C.,Horr J.F.,0
5450,Horr J.F.,Waterhouse E.C.,0
5451,Waterhouse E.C.,Horr J.F.,0
5452,Horr J.F.,Waterhouse E.C.,0
5453,Waterhouse E.C.,Horr J.F.,0
5454,Horr J.F.,Waterhouse E.C.,1
5455,Waterhouse E.C.,Horr J.F.,0
5456,Hill W.G.,Ginsberg L.C.,0
5457,Ginsberg L.C.,Hill W.G.,0
5458,Hill W.G.,Ginsberg L.C.,0
5459,Ginsberg L.C.,Hill W.G.,0
5460,Hill W.G.,Ginsberg L.C.,0
5461,Ginsberg L.C.,Hill W.G.,0
5462,Hill W.G.,Ginsberg L.C.,0
5463,Ginsberg L.C.,Hill W.G.,0
5464,Hill W.G.,Ginsberg L.C.,0
5465,Ginsberg L.C.,Hill W.G.,0
5466,Hill W.G.,Ginsberg L.C.,2
5467,Ginsberg L.C.,Hill W.G.,1
5468,Horr J.F.,Ginsberg L.C.,0
5469,Ginsberg L.C.,Horr J.F.,0
5470,Horr J.F.,Ginsberg L.C.,0
5471,Ginsberg L.C.,Horr J.F.,0
5472,Horr J.F.,Ginsberg L.C.,0
5473,Ginsberg L.C.,Horr J.F.,0
5474,Horr J.F.,Ginsberg L.C.,0
5475,Ginsberg L.C.,Horr J.F.,0
5476,Horr J.F.,Ginsberg L.C.,1
5477,Ginsberg L.C.,Horr J.F.,0
5478,Horr J.F.,Banks N.W.,0
5479,Banks N.W.,Horr J.F.,1
5480,Horr J.F.,Banks N.W.,0
5481,Banks N.W.,Horr J.F.,1
5482,Hill W.G.,Waterhouse E.C.,0
5483,Waterhouse E.C.,Hill W.G.,0
5484,Hill W.G.,Waterhouse E.C.,1
5485,Bell S.S.,Hill W.G.,2
5486,Hill W.G.,Bell S.S.,0
5487,Bell S.S.,Hill W.G.,0
5488,Barnes A.H.,Nelson C.,0
5489,Jordan A.,Pomeroy M.E.,0
5490,Pomeroy M.E.,Jordan A.,0
5491,Jordan A.,Pomeroy M.E.,0
5492,Pomeroy M.E.,Jordan A.,0
5493,Jordan A.,Pomeroy M.E.,0
5494,Pomeroy M.E.,Jordan A.,0
5495,Jordan A.,Pomeroy M.E.,0
5496,Pomeroy M.E.,Jordan A.,0
5497,Jordan A.,Pomeroy M.E.,0
5498,Pomeroy M.E.,Jordan A.,0
5499,Jordan A.,Pomeroy M.E.,0
5500,Pomeroy M.E.,Jordan A.,0
5501,Jordan A.,Pomeroy M.E.,0
5502,Pomeroy M.E.,Jordan A.,0
5503,Jordan A.,Pomeroy M.E.,0
5504,Pomeroy M.E.,Jordan A.,0
5505,Jordan A.,Pomeroy M.E.,0
5506,Pomeroy M.E.,Jordan A.,0
5507,Jordan A.,Pomeroy M.E.,0
5508,Pomeroy M.E.,Jordan A.,0
5509,Jordan A.,Pomeroy M.E.,0
5510,Pomeroy M.E.,Jordan A.,0
5511,Jordan A.,Pomeroy M.E.,0
5512,Pomeroy M.E.,Jordan A.,0
5513,Jordan A.,Pomeroy M.E.,0
5514,Pomeroy M.E.,Jordan A.,2
5515,Jordan A.,Pomeroy M.E.,0
5516,Pomeroy M.E.,Jordan A.,0
5517,Jordan A.,Pomeroy M.E.,0
5518,Pomeroy M.E.,Jordan A.,0
5519,Jordan A.,Pomeroy M.E.,0
5520,Pomeroy M.E.,Jordan A.,1
5521,Jordan A.,Pomeroy M.E.,0
5522,Pomeroy M.E.,Jordan A.,0
5523,Jordan A.,Pomeroy M.E.,0
5524,Pomeroy M.E.,Jordan A.,0
5525,Jordan A.,Pomeroy M.E.,0
5526,Pomeroy M.E.,Jordan A.,0
5527,Jordan A.,Pomeroy M.E.,0
5528,Pomeroy M.E.,Jordan A.,0
5529,Jordan A.,Pomeroy M.E.,0
5530,Pomeroy M.E.,Jordan A.,0
5531,Jordan A.,Pomeroy M.E.,0
5532,Pomeroy M.E.,Jordan A.,0
5533,Jordan A.,Pomeroy M.E.,0
5534,Pomeroy M.E.,Jordan A.,0
5535,Jordan A.,Pomeroy M.E.,0
5536,Pomeroy M.E.,Jordan A.,0
5537,Jordan A.,Pomeroy M.E.,0
5538,Pomeroy M.E.,Jordan A.,1
5539,Jordan A.,Pomeroy M.E.,0
5540,Pomeroy M.E.,Jordan A.,0
5541,Jordan A.,Pomeroy M.E.,0
5542,Pomeroy M.E.,Jordan A.,0
5543,Jordan A.,Pomeroy M.E.,0
5544,Pomeroy M.E.,Jordan A.,0
5545,Jordan A.,Pomeroy M.E.,0
5546,Pomeroy M.E.,Jordan A.,1
5547,Jordan A.,Pomeroy M.E.,0
5548,Pomeroy M.E.,Jordan A.,0
5549,Jordan A.,Pomeroy M.E.,0
5550,Pomeroy M.E.,Jordan A.,0
5551,Jordan A.,Pomeroy M.E.,0
5552,Pomeroy M.E.,Jordan A.,0
5553,Jordan A.,Pomeroy M.E.,0
5554,Pomeroy M.E.,Jordan A.,0
5555,Jordan A.,Pomeroy M.E.,0
5556,Pomeroy M.E.,Jordan A.,0
5557,Jordan A.,Pomeroy M.E.,0
5558,Jordan A.,Pomeroy M.E.,0
5559,Pomeroy M.E.,Jordan A.,0
5560,Jordan A.,Pomeroy M.E.,2
5561,Pomeroy M.E.,Jordan A.,0
5562,Jordan A.,Pomeroy M.E.,0
5563,Pomeroy M.E.,Jordan A.,0
5564,Jordan A.,Pomeroy M.E.,0
5565,Pomeroy M.E.,Jordan A.,0
5566,Jordan A.,Pomeroy M.E.,0
5567,Pomeroy M.E.,Jordan A.,0
5568,Jordan A.,Pomeroy M.E.,0
5569,Pomeroy M.E.,Jordan A.,0
5570,Jordan A.,Pomeroy M.E.,0
5571,Pomeroy M.E.,Jordan A.,0
5572,Jordan A.,Pomeroy M.E.,0
5573,Pomeroy M.E.,Jordan A.,0
5574,Jordan A.,Pomeroy M.E.,0
5575,Pomeroy M.E.,Jordan A.,1
5576,Jordan A.,Pomeroy M.E.,0
5577,Pomeroy M.E.,Jordan A.,0
5578,Jordan A.,Pomeroy M.E.,0
5579,Pomeroy M.E.,Jordan A.,0
5580,Jordan A.,Pomeroy M.E.,0
5581,Pomeroy M.E.,Jordan A.,0
5582,Jordan A.,Pomeroy M.E.,0
5583,Pomeroy M.E.,Jordan A.,0
5584,Jordan A.,Pomeroy M.E.,0
5585,Banks N.W.,Jordan A.,0
5586,Jordan A.,Banks N.W.,0
5587,Banks N.W.,Jordan A.,0
5588,Jordan A.,Banks N.W.,2
5589,Banks N.W.,Jordan A.,0
5590,Jordan A.,Banks N.W.,1
5591,Banks N.W.,Jordan A.,0
5592,Jordan A.,Banks N.W.,0
5593,Banks N.W.,Jordan A.,0
5594,Jordan A.,Banks N.W.,0
5595,Banks N.W.,Jordan A.,0
5596,Jordan A.,Banks N.W.,0
5597,Banks N.W.,Jordan A.,0
5598,Jordan A.,Banks N.W.,0
5599,Banks N.W.,Jordan A.,0
5600,Jordan A.,Banks N.W.,0
5601,Banks N.W.,Jordan A.,0
5602,Jordan A.,Banks N.W.,2
5603,Banks N.W.,Jordan A.,0
5604,Jordan A.,Banks N.W.,0
5605,Banks N.W.,Jordan A.,0
5606,Jordan A.,Banks N.W.,1
5607,Banks N.W.,Jordan A.,0
5608,Jordan A.,Banks N.W.,0
5609,Banks N.W.,Jordan A.,0
5610,Jordan A.,Banks N.W.,0
5611,Banks N.W.,Jordan A.,0
5612,Jordan A.,Banks N.W.,0
5613,Banks N.W.,Jordan A.,0
5614,Jordan A.,Banks N.W.,0
5615,Banks N.W.,Jordan A.,0
5616,Jordan A.,Banks N.W.,0
5617,Banks N.W.,Jordan A.,0
5618,Jordan A.,Banks N.W.,0
5619,Banks N.W.,Jordan A.,0
5620,Jordan A.,Banks N.W.,0
5621,Banks N.W.,Jordan A.,0
5622,Jordan A.,Banks N.W.,0
5623,Banks N.W.,Jordan A.,0
5624,Jordan A.,Banks N.W.,0
5625,Doran P.,Henderson H.,2
5626,Henderson H.,Doran P.,1
5627,O'Grady T.J.,Spielman M.,2
5628,Spielman M.,O'Grady T.J.,2
5629,Bradford J.T.,Bolton J.W.,2
5630,Bolton J.W.,Bradford J.T.,2
5631,Bradford J.T.,Spielman M.,2
5632,Spielman M.,Bradford J.T.,2
5633,Hanson J.B.,Bolton J.W.,0
5634,Hanson J.B.,Bolton J.W.,1
5635,Bolton J.W.,O'Grady T.J.,2
5636,O'Grady T.J.,Bolton J.W.,0
5637,Henderson H.,Hanson J.B.,2
5638,Hanson J.B.,Henderson H.,0
5639,Bradford J.T.,Henderson H.,0
5640,Henderson H.,Bradford J.T.,0
5641,Bradford J.T.,Patterson T.,1
5642,Hanson J.B.,Bradford J.T.,1
5643,Bradford J.T.,Hanson J.B.,2
5644,Bolton J.W.,Doran P.,0
5645,Doran P.,Bolton J.W.,2
5646,Henderson H.,Spielman M.,2
5647,Spielman M.,Henderson H.,0
5648,Doran P.,Spielman M.,2
5649,Spielman M.,Doran P.,2
5650,Hanson J.B.,Spielman M.,1
5651,Spielman M.,Hanson J.B.,0
5652,Hanson J.B.,Doran P.,0
5653,Doran P.,Hanson J.B.,0
5654,Bradford J.T.,Doran P.,2
5655,Doran P.,Bradford J.T.,0
5656,Bradford J.T.,O'Grady T.J.,0
5657,O'Grady T.J.,Bradford J.T.,0
5658,O'Grady T.J.,Doran P.,1
5659,Doran P.,O'Grady T.J.,0
5660,Patterson T.,Bolton J.W.,1
5661,Bolton J.W.,Patterson T.,0
5662,Hanson J.B.,O'Grady T.J.,0
5663,O'Grady T.J.,Hanson J.B.,0
5664,Henderson H.,Bolton J.W.,2
5665,Bolton J.W.,Henderson H.,2
5666,Hanson J.B.,Patterson T.,0
5667,O'Grady T.J.,Patterson T.,1
5668,Spielman M.,Bolton J.W.,0
5669,Nelson C.,Tanner G.M.,0
5670,Tanner G.M.,Nelson C.,0
5671,Thomis W.I.,Ginsberg L.C.,2
5672,Ginsberg L.C.,Thomis W.I.,2
5673,Reynolds H.B.,Barnes A.H.,1
5674,Barnes A.H.,Reynolds H.B.,0
5675,Reynolds H.B.,Ginsberg L.C.,0
5676,Ginsberg L.C.,Reynolds H.B.,0
5677,Nelson C.,Moore H.,1
5678,Moore H.,Nelson C.,0
5679,Nelson C.,Barnes A.H.,0
5680,Tanner G.M.,Reynolds H.B.,0
5681,Reynolds H.B.,Tanner G.M.,0
5682,Reynolds H.B.,Thomis W.I.,1
5683,Thomis W.I.,Reynolds H.B.,2
5684,Nelson C.,Ginsberg L.C.,0
5685,Ginsberg L.C.,Nelson C.,1
5686,Ginsberg L.C.,Tanner G.M.,0
5687,Tanner G.M.,Ginsberg L.C.,0
5688,Barnes A.H.,Ginsberg L.C.,2
5689,Ginsberg L.C.,Barnes A.H.,0
5690,Nelson C.,Reynolds H.B.,0
5691,Reynolds H.B.,Nelson C.,0
5692,Tanner G.M.,Geckler W.H.,1
5693,Barnes A.H.,Moore H.,1
5694,Geckler W.H.,Reynolds H.B.,2
5695,Reynolds H.B.,Geckler W.H.,0
5696,Dempsey J.,Howe J.,0
5697,Howe J.,Dempsey J.,2
5698,Cooper W.T.,Jordan A.,2
5699,Howe J.,Scott J.H.,0
5700,Scott J.H.,Howe J.,0
5701,Scott J.H.,Harrigan T.J.,0
5702,Harrigan T.J.,Scott J.H.,0
5703,Scott J.H.,Jordan A.,0
5704,Jordan A.,Scott J.H.,0
5705,Harrigan T.J.,Cooper W.T.,0
5706,Cooper W.T.,Harrigan T.J.,0
5707,Cooper W.T.,Dempsey J.,0
5708,Dempsey J.,Cooper W.T.,0
5709,Howe J.,Harrigan T.J.,0
5710,Harrigan T.J.,Howe J.,1
5711,Dempsey J.,Hill W.G.,2
5712,Hill W.G.,Dempsey J.,0
5713,Hill W.G.,Howe J.,1
5714,Howe J.,Hill W.G.,0
5715,Harrigan T.J.,Hill W.G.,0
5716,Hill W.G.,Harrigan T.J.,0
5717,Harrigan T.J.,Jordan A.,0
5718,Jordan A.,Harrigan T.J.,0
5719,Scott J.H.,Dempsey J.,1
5720,Dempsey J.,Scott J.H.,0
5721,Jordan A.,Dempsey J.,0
5722,Dempsey J.,Jordan A.,0
5723,Scott J.H.,Hill W.G.,2
5724,Hill W.G.,Scott J.H.,1
5725,Jordan A.,Hill W.G.,0
5726,Hill W.G.,Jordan A.,0
5727,Dempsey J.,Harrigan T.J.,1
5728,Harrigan T.J.,Dempsey J.,0
5729,Jordan A.,Cooper W.T.,1
5730,Hill W.G.,Cooper W.T.,0
5731,Carlson A.,Harrigan T.J.,2
5732,Whalen P.,Wendemuth F.R.,0
5733,Wendemuth F.R.,Whalen P.,0
5734,Banks N.W.,Lieberman H.,0
5735,Lieberman H.,Banks N.W.,0
5736,Valentine A.W.,Backus B.L.,0
5737,Backus B.L.,Valentine A.W.,0
5738,Whalen P.,Banks N.W.,0
5739,Banks N.W.,Whalen P.,1
5740,Brooking L.T.,Wendemuth F.R.,0
5741,Wendemuth F.R.,Brooking L.T.,0
5742,Wendemuth F.R.,March B.,0
5743,March B.,Wendemuth F.R.,2
5744,Wendemuth F.R.,Valentine A.W.,1
5745,Valentine A.W.,Wendemuth F.R.,2
5746,Brooking L.T.,Valentine A.W.,0
5747,Valentine A.W.,Brooking L.T.,0
5748,Valentine A.W.,Banks N.W.,0
5749,Banks N.W.,Valentine A.W.,0
5750,Whalen P.,Valentine A.W.,0
5751,Valentine A.W.,Whalen P.,2
5752,Lieberman H.,Valentine A.W.,0
5753,Lieberman H.,Wendemuth F.R.,0
5754,Wendemuth F.R.,Backus B.L.,1
5755,Brooking L.T.,Backus B.L.,0
5756,Backus B.L.,Brooking L.T.,2
5757,Backus B.L.,Whalen P.,2
5758,Whalen P.,Brooking L.T.,0
5759,March B.,Valentine A.W.,2
5760,Valentine A.W.,March B.,0
5761,March B.,Brooking L.T.,2
5762,Banks N.W.,Brooking L.T.,0
5763,Wendemuth F.R.,Banks N.W.,0
5764,Backus B.L.,Banks N.W.,2
5765,Lieberman H.,Backus B.L.,1
5766,March B.,Banks N.W.,2
5767,Jordan A.,Nelson C.,1
5768,Nelson C.,Jordan A.,0
5769,Jordan A.,Nelson C.,0
5770,Nelson C.,Jordan A.,0
5771,Jordan A.,Nelson C.,0
5772,Nelson C.,Jordan A.,0
5773,Henderson H.,Spielman M.,0
5774,Spielman M.,Henderson H.,0
5775,Henderson H.,Spielman M.,0
5776,Spielman M.,Henderson H.,2
5777,Henderson H.,Spielman M.,1
5778,Harrigan T.J.,Reynolds H.B.,0
5779,Reynolds H.B.,Harrigan T.J.,0
5780,Harrigan T.J.,Reynolds H.B.,0
5781,Reynolds H.B.,Harrigan T.J.,0
5782,Harrigan T.J.,Reynolds H.B.,2
5783,Reynolds H.B.,Harrigan T.J.,0
5784,Ginsberg L.C.,Dempsey J.,0
5785,Dempsey J.,Ginsberg L.C.,2
5786,Ginsberg L.C.,Dempsey J.,0
5787,Dempsey J.,Ginsberg L.C.,0
5788,Ginsberg L.C.,Dempsey J.,0
5789,Dempsey J.,Ginsberg L.C.,0
5790,Whalen P.,O'Grady T.J.,2
5791,O'Grady T.J.,Whalen P.,0
5792,Whalen P.,O'Grady T.J.,2
5793,O'Grady T.J.,Whalen P.,1
5794,Banks N.W.,Wendemuth F.R.,0
5795,Wendemuth F.R.,Banks N.W.,2
5796,Banks N.W.,Wendemuth F.R.,0
5797,Wendemuth F.R.,Banks N.W.,2
5798,Banks N.W.,Wendemuth F.R.,0
5799,Tanner G.M.,Hanson J.B.,0
5800,Hanson J.B.,Tanner G.M.,2
5801,Tanner G.M.,Hanson J.B.,0
5802,Hanson J.B.,Tanner G.M.,1
5803,Tanner G.M.,Hanson J.B.,2
5804,Hanson J.B.,Tanner G.M.,1
5805,Hill W.G.,Lieberman H.,0
5806,Lieberman H.,Hill W.G.,0
5807,Hill W.G.,Lieberman H.,0
5808,Lieberman H.,Hill W.G.,0
5809,Hill W.G.,Lieberman H.,0
5810,Lieberman H.,Hill W.G.,0
5811,Hill W.G.,Lieberman H.,0
5812,Lieberman H.,Hill W.G.,0
5813,Hill W.G.,Lieberman H.,0
5814,Lieberman H.,Hill W.G.,1
5815,Banks N.W.,Reynolds H.B.,1
5816,Reynolds H.B.,Banks N.W.,1
5817,Banks N.W.,Reynolds H.B.,0
5818,Reynolds H.B.,Banks N.W.,0
5819,Banks N.W.,Reynolds H.B.,0
5820,Reynolds H.B.,Banks N.W.,2
5821,Hanson J.B.,Ginsberg L.C.,0
5822,Ginsberg L.C.,Hanson J.B.,0
5823,Hanson J.B.,Ginsberg L.C.,2
5824,Ginsberg L.C.,Hanson J.B.,0
5825,Hanson J.B.,Ginsberg L.C.,2
5826,Henderson H.,O'Grady T.J.,0
5827,O'Grady T.J.,Henderson H.,0
5828,Henderson H.,O'Grady T.J.,0
5829,O'Grady T.J.,Henderson H.,0
5830,Henderson H.,O'Grady T.J.,0
5831,O'Grady T.J.,Henderson H.,0
5832,Henderson H.,O'Grady T.J.,0
5833,O'Grady T.J.,Henderson H.,2
5834,Lieberman H.,Jordan A.,0
5835,Jordan A.,Lieberman H.,1
5836,Lieberman H.,Jordan A.,0
5837,Jordan A.,Lieberman H.,0
5838,Lieberman H.,Jordan A.,0
5839,Jordan A.,Liberman H.,0
5840,Jordan A.,Banks N.W.,0
5841,Banks N.W.,Jordan A.,0
5842,Jordan A.,Banks N.W.,0
5843,Banks N.W.,Jordan A.,0
5844,Jordan A.,Banks N.W.,0
5845,Banks N.W.,Jordan A.,0
5846,Jordan A.,Banks N.W.,0
5847,Banks N.W.,Jordan A.,0
5848,Jordan A.,Banks N.W.,0
5849,Banks N.W.,Jordan A.,0
5850,Jordan A.,Banks N.W.,0
5851,Banks N.W.,Jordan A.,0
5852,Jordan A.,Banks N.W.,0
5853,Banks N.W.,Jordan A.,0
5854,Jordan A.,Banks N.W.,0
5855,Banks N.W.,Jordan A.,0
5856,Jordan A.,Banks N.W.,0
5857,Banks N.W.,Jordan A.,0
5858,Jordan A.,Banks N.W.,0
5859,Banks N.W.,Jordan A.,0
5860,Jordan A.,Banks N.W.,0
5861,Banks N.W.,Jordan A.,0
5862,Jordan A.,Banks N.W.,0
5863,Banks N.W.,Jordan A.,2
5864,Henderson H.,Ginsberg L.C.,0
5865,Ginsberg L.C.,Henderson H.,0
5866,Henderson H.,Ginsberg L.C.,0
5867,Ginsberg L.C.,Henderson H.,0
5868,Henderson H.,Ginsberg L.C.,0
5869,Ginsberg L.C.,Henderson H.,0
5870,Henderson H.,Ginsberg L.C.,0
5871,Ginsberg L.C.,Henderson H.,0
5872,Henderson H.,Ginsberg L.C.,0
5873,Ginsberg L.C.,Henderson H.,0
5874,Henderson H.,Ginsberg L.C.,0
5875,Ginsberg L.C.,Henderson H.,0
5876,Henderson H.,Ginsberg L.C.,0
5877,Ginsberg L.C.,Henderson H.,0
5878,Henderson H.,Ginsberg L.C.,1
5879,Ginsberg L.C.,Henderson H.,0
5880,Jordan A.,Henderson H.,0
5881,Jordan A.,Henderson H.,0
5882,Henderson H.,Jordan A.,0
5883,Jordan A.,Henderson H.,2
5884,Henderson H.,Jordan A.,0
5885,Ginsberg L.C.,Banks N.W.,0
5886,Banks N.W.,Ginsberg L.C.,0
5887,Ginsberg L.C.,Banks N.W.,0
5888,Banks N.W.,Ginsberg L.C.,0
5889,Ginsberg L.C.,Banks N.W.,0
5890,Banks N.W.,Ginsberg L.C.,0
5891,Ginsberg L.C.,Banks N.W.,0
5892,Banks N.W.,Ginsberg L.C.,0
5893,Lieberman H.,O'Grady T.J.,0
5894,O'Grady T.J.,Lieberman H.,0
5895,Lieberman H.,O'Grady T.J.,1
5896,O'Grady T.J.,Lieberman H.,0
5897,Lieberman H.,O'Grady T.J.,1
5898,Reynolds H.B.,Hanson J.B.,1
5899,Hanson J.B.,Reynolds H.B.,0
5900,Reynolds H.B.,Hanson J.B.,2
5901,Hanson J.B.,Reynolds H.B.,0
5902,Reynolds H.B.,Hanson J.B.,0
5903,Hanson J.B.,Reynolds H.B.,0
5904,Reynolds H.B.,Hanson J.B.,0
5905,Hanson J.B.,Reynolds H.B.,0
5906,Reynolds H.B.,Hanson J.B.,1
5907,Hanson J.B.,Reynolds H.B.,0
5908,Reynolds H.B.,Lieberman H.,0
5909,Lieberman H.,Reynolds H.B.,0
5910,Reynolds H.B.,Lieberman H.,2
5911,Lieberman H.,Reynolds H.B.,0
5912,Reynolds H.B.,Lieberman H.,2
5913,Bolton J.W.,Bradford J.T.,2
5914,Bradford J.T.,Bolton J.W.,1
5915,Bolton J.W.,Bradford J.T.,0
5916,Geckler W.H.,Howe J.,2
5917,Howe J.,Geckler W.H.,0
5918,Geckler W.H.,Howe J.,0
5919,Howe J.,Geckler W.H.,1
5920,Brooking L.T.,Cooper W.T.,2
5921,Cooper W.T.,Brooking L.T.,1
5922,Brooking L.T.,Cooper W.T.,0
5923,Patterson T.,Valentine A.W.,2
5924,Valentine A.W.,Patterson T.,0
5925,Patterson T.,Valentine A.W.,0
5926,Valentine A.W.,Patterson T.,1
5927,Doran P.,Carlson A.,1
5928,Carlson A.,Doran P.,0
5929,Doran P.,Carlson A.,1
5930,Scott J.H.,Barnes A.H.,1
5931,Barnes A.H.,Scott J.H.,1
5932,Scott J.H.,Barnes A.H.,0
5933,Barnes A.H.,Scott J.H.,2
5934,Bradford J.T.,Doran P.,0
5935,Bradford J.T.,Doran P.,1
5936,Cooper W.T.,Backus B.L.,0
5937,Backus B.L.,Cooper W.T.,2
5938,Cooper W.T.,Backus B.L.,0
5939,Backus B.L.,Cooper W.T.,0
5940,Scott J.H.,Howe J.,1
5941,Howe J.,Scott J.H.,0
5942,Scott J.H.,Howe J.,0
5943,Howe J.,Scott J.H.,2
5944,Scott J.H.,Bradford J.T.,0
5945,Scott J.H.,Bradford J.T.,0
5946,Bradford J.T.,Scott J.H.,1
5947,Cooper W.T.,Valentine A.W.,0
5948,Valentine A.W.,Cooper W.T.,2
5949,Cooper W.T.,Valentine A.W.,0
5950,Valentine A.W.,Cooper W.T.,0
5951,Bradford J.T.,Cooper W.T.,1
5952,Cooper W.T.,Bradford J.T.,2
5953,Bradford J.T.,Cooper W.T.,1
5954,Scott J.H.,Valentine A.W.,1
5955,Valentine A.W.,Scott J.H.,1
5956,Backus B.L.,Doran P.,2
5957,Doran P.,Backus B.L.,1
5958,Backus B.L.,Doran P.,2
5959,Howe J.,Doran P.,0
5960,Doran P.,Howe J.,1
5961,Howe J.,Doran P.,0
5962,Doran P.,Howe J.,0
5963,Banks N.W.,Jordan A.,0
5964,Jordan A.,Banks N.W.,0
5965,Banks N.W.,Jordan A.,0
5966,Jordan A.,Banks N.W.,0
5967,Banks N.W.,Jordan A.,0
5968,Jordan A.,Banks N.W.,0
5969,Banks N.W.,Jordan A.,0
5970,Jordan A.,Banks N.W.,0
5971,Banks N.W.,Jordan A.,0
5972,Jordan A.,Banks N.W.,0
5973,Banks N.W.,Jordan A.,1
5974,Jordan A.,Banks N.W.,0
5975,Banks N.W.,Jordan A.,0
5976,Jordan A.,Banks N.W.,0
5977,Banks N.W.,Jordan A.,0
5978,Jordan A.,Banks N.W.,2
5979,Banks N.W.,Jordan A.,0
5980,Jordan A.,Banks N.W.,0
5981,Banks N.W.,Jordan A.,1
5982,Jordan A.,Banks N.W.,0
5983,Banks N.W.,Jordan A.,2
5984,Jordan A.,Banks N.W.,0
5985,Banks N.W.,Jordan A.,0
5986,Jordan A.,Banks N.W.,0
5987,Banks N.W.,Jordan A.,0
5988,Jordan A.,Banks N.W.,0
5989,Banks N.W.,Jordan A.,0
5990,Jordan A.,Banks N.W.,0
5991,Banks N.W.,Jordan A.,0
5992,Jordan A.,Banks N.W.,0
5993,Banks N.W.,Jordan A.,2
5994,Jordan A.,Banks N.W.,0
5995,Banks N.W.,Jordan A.,0
5996,Jordan A.,Banks N.W.,0
5997,Banks N.W.,Jordan A.,0
5998,Jordan A.,Banks N.W.,0
5999,Banks N.W.,Jordan A.,0
6000,Jordan A.,Banks N.W.,0
6001,Banks N.W.,Jordan A.,0
6002,Jordan A.,Banks N.W.,0
6003,Dixon W.T.,Hustwait J.,0
6004,Miller J.,Dossett A.,0
6005,Dossett A.,Howey R.,0
6006,Dossett A.,Howey R.,0
6007,Howey R.,Dossett A.,0
6008,Dossett A.,Howey R.,0
6009,Howey R.,Dossett A.,0
6010,Bradley J.,Dossett A.,0
6011,Dossett A.,Bradley J.,0
6012,Bradley J.,Dossett A.,0
6013,Dossett A.,Bradley J.,0
6014,Bradley J.,Dossett A.,2
6015,Dossett A.,Bradley J.,1
6016,Newcomb H.,Bradley J.,2
6017,Bradley J.,Newcomb H.,2
6018,Newcomb H.,Bradley J.,0
6019,Farmer F.,Newcomb H.,0
6020,Dossett A.,Banks N.,0
6021,Banks N.,Dossett A.,0
6022,Dossett A.,Banks N.,0
6023,Banks N.,Dossett A.,0
6024,Dossett A.,Banks N.,0
6025,Banks N.,Dossett A.,0
6026,Farmer F.,Banks N.,2
