0,2
1,0
2,2
3,0
4,0
5,1
6,2
7,1
8,1
9,1
10,0
11,2
12,2
13,0
14,0
15,1
16,0
17,1
18,0
19,0
20,0
21,0
22,0
23,2
24,0
25,0
26,0
27,0
28,0
29,2
30,2
31,2
32,0
33,2
34,1
35,1
36,1
37,0
38,0
39,2
40,0
41,0
42,0
43,0
44,0
45,1
46,1
47,1
48,0
49,0
50,0
51,0
52,0
53,1
54,0
55,1
56,0
57,2
58,2
59,1
60,0
61,0
62,0
63,0
64,1
65,2
66,0
67,0
68,0
69,0
70,0
71,1
72,2
73,0
74,0
75,0
76,0
77,0
78,1
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,1
87,2
88,1
89,2
90,0
91,2
92,0
93,0
94,1
95,1
96,0
97,0
98,0
99,0
100,1
101,0
102,0
103,1
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,1
112,0
113,0
114,0
115,1
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,1
124,1
125,0
126,0
127,0
128,0
129,0
130,0
131,1
132,0
133,0
134,0
135,0
136,0
137,2
138,0
139,2
140,0
141,0
142,2
143,2
144,1
145,1
146,2
147,0
148,0
149,2
150,1
151,1
152,2
153,0
154,1
155,0
156,2
157,1
158,2
159,0
160,2
161,1
162,0
163,0
164,0
165,0
166,1
167,2
168,0
169,0
170,1
171,0
172,0
173,2
174,1
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,2
183,0
184,0
185,0
186,0
187,2
188,0
189,2
190,0
191,0
192,2
193,0
194,0
195,0
196,0
197,0
198,0
199,2
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,2
208,2
209,0
210,1
211,0
212,0
213,0
214,0
215,0
216,1
217,1
218,1
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,1
229,0
230,1
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,1
241,0
242,0
243,0
244,2
245,0
246,2
247,0
248,1
249,0
250,2
251,0
252,0
253,0
254,2
255,1
256,0
257,0
258,0
259,0
260,0
261,0
262,1
263,0
264,1
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,1
274,0
275,0
276,0
277,0
278,0
279,0
280,1
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,1
290,0
291,0
292,0
293,1
294,0
295,0
296,0
297,0
298,0
299,2
300,0
301,1
302,0
303,2
304,0
305,1
306,0
307,2
308,1
309,0
310,0
311,0
312,1
313,0
314,1
315,0
316,1
317,1
318,1
319,2
320,2
321,0
322,0
323,1
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,2
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,2
360,0
361,0
362,0
363,1
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,2
375,1
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,1
397,0
398,0
399,0
400,0
401,2
402,1
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,2
415,0
416,0
417,1
418,0
419,0
420,0
421,1
422,1
423,0
424,2
425,1
426,0
427,0
428,0
429,0
430,0
431,0
432,2
433,1
434,0
435,0
436,0
437,0
438,0
439,2
440,0
441,1
442,0
443,0
444,0
445,1
446,1
447,2
448,0
449,0
450,0
451,2
452,0
453,1
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,2
462,0
463,0
464,0
465,0
466,1
467,2
468,0
469,0
470,0
471,0
472,0
473,1
474,1
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,2
503,0
504,2
505,2
506,0
507,1
508,0
509,2
510,2
511,2
512,2
513,0
514,0
515,0
516,0
517,0
518,0
519,2
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,1
528,0
529,2
530,0
531,2
532,0
533,2
534,0
535,0
536,2
537,0
538,0
539,2
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,2
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,1
563,0
564,0
565,2
566,1
567,0
568,0
569,0
570,0
571,1
572,1
573,0
574,0
575,2
576,0
577,0
578,0
579,0
580,0
581,1
582,0
583,2
584,1
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,1
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,1
657,0
658,0
659,0
660,0
661,2
662,0
663,0
664,0
665,0
666,0
667,0
668,1
669,0
670,1
671,2
672,0
673,0
674,1
675,1
676,1
677,0
678,1
679,0
680,0
681,1
682,0
683,0
684,0
685,1
686,0
687,0
688,0
689,0
690,0
691,0
692,1
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,0
702,0
703,0
704,0
705,1
706,1
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,1
715,0
716,1
717,0
718,0
719,0
720,1
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,1
738,2
739,0
740,0
741,1
742,0
743,0
744,2
745,2
746,1
747,0
748,2
749,2
750,0
751,2
752,2
753,0
754,1
755,0
756,2
757,1
758,0
759,0
760,1
761,1
762,0
763,1
764,0
765,2
766,1
767,1
768,0
769,0
770,2
771,1
772,1
773,0
774,0
775,0
776,2
777,0
778,0
779,1
780,1
781,0
782,0
783,0
784,0
785,0
786,0
787,1
788,0
789,2
790,1
791,0
792,0
793,1
794,0
795,0
796,1
797,0
798,0
799,2
800,1
801,0
802,1
803,0
804,0
805,1
806,1
807,0
808,2
809,0
810,0
811,0
812,0
813,0
814,2
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,2
823,1
824,0
825,2
826,1
827,0
828,0
829,0
830,0
831,0
832,2
833,0
834,2
835,0
836,0
837,1
838,0
839,0
840,2
841,0
842,0
843,0
844,0
845,2
846,0
847,0
848,0
849,1
850,0
851,0
852,2
853,0
854,2
855,2
856,1
857,1
858,1
859,0
860,2
861,0
862,2
863,0
864,2
865,0
866,2
867,1
868,2
869,1
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,1
879,0
880,0
881,1
882,0
883,0
884,0
885,0
886,0
887,1
888,1
889,0
890,0
891,0
892,0
893,2
894,1
895,2
896,0
897,0
898,1
899,2
900,0
901,1
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,1
930,0
931,0
932,0
933,0
934,0
935,1
936,2
937,2
938,0
939,1
940,0
941,1
942,0
943,0
944,1
945,0
946,0
947,2
948,0
949,0
950,1
951,0
952,0
953,0
954,0
955,1
956,2
957,0
958,0
959,0
960,0
961,1
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,1
972,0
973,1
974,2
975,0
976,0
977,0
978,0
979,0
980,2
981,0
982,0
983,0
984,0
985,0
986,0
987,1
988,0
989,0
990,2
991,0
992,1
993,0
994,0
995,0
996,0
997,1
998,0
999,0
1000,0
1001,1
1002,2
1003,0
1004,1
1005,0
1006,0
1007,0
1008,0
1009,1
1010,2
1011,0
1012,0
1013,0
1014,2
1015,0
1016,0
1017,0
1018,0
1019,0
1020,1
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,1
1028,0
1029,0
1030,0
1031,1
1032,2
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,2
1043,1
1044,2
1045,0
1046,1
1047,2
1048,0
1049,0
1050,0
1051,0
1052,0
1053,1
1054,0
1055,0
1056,1
1057,0
1058,0
1059,0
1060,2
1061,2
1062,0
1063,0
1064,2
1065,1
1066,0
1067,1
1068,0
1069,0
1070,0
1071,0
1072,0
1073,1
1074,0
1075,0
1076,0
1077,0
1078,0
1079,1
1080,1
1081,2
1082,1
1083,0
1084,0
1085,0
1086,0
1087,0
1088,2
1089,0
1090,2
1091,0
1092,2
1093,0
1094,0
1095,0
1096,1
1097,0
1098,0
1099,0
1100,2
1101,0
1102,2
1103,0
1104,0
1105,1
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,1
1122,0
1123,0
1124,0
1125,0
1126,2
1127,0
1128,1
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,2
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,2
1146,0
1147,1
1148,0
1149,0
1150,2
1151,2
1152,0
1153,0
1154,0
1155,0
1156,2
1157,0
1158,0
1159,0
